Rank,Company,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Number_of_employees,MarketCap_Updated_M,Revenues_M,RevenuePercentChange,Profits_M,Assets_M,CEO,HeadquartersCity,HeadquartersState,Website,CompanyType
128,Molina Healthcare,Health Care,Health Care: Insurance and Managed Care,yes,no,no,yes,-2,no,yes,no,18000.0,16755.0,34072.0,6.6,1091.0,14892.0,Joseph M. Zubretsky,Long Beach,California,https://www.molinahealthcare.com,Public
129,Cummins,Industrials,Industrial Machinery,yes,no,yes,yes,17,yes,no,no,75500.0,39520.0,34065.0,21.3,735.0,32005.0,Jennifer Rumsey,Columbus,Indiana,https://www.cummins.com,Public
130,Bank of New York Mellon,Financials,Commercial Banks,yes,no,no,yes,71,yes,no,no,53400.0,49139.0,33805.0,69.1,3286.0,409953.0,Robin Vince,New York,New York,https://www.bnymellon.com,Public
131,Netflix,Media,Entertainment,yes,no,no,yes,-2,no,yes,no,13000.0,282865.0,33723.3,6.7,5408.0,48732.0,Ted Sarandos/Gregory K. Peters,Los Gatos,California,https://www.netflix.com,Public
132,Truist Financial,Financials,Commercial Banks,no,no,no,no,25,yes,no,no,49935.0,55397.0,33246.0,31.1,-1091.0,535349.0,William H. Rogers Jr.,Charlotte,North Carolina,https://www.truist.com,Public
133,Arrow Electronics,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,no,-24,no,yes,no,22100.0,6525.0,33107.1,-10.8,903.5,21726.2,Sean J. Kerins,Centennial,Colorado,https://www.arrow.com,Public
134,3M,Chemicals,Chemicals,no,no,no,no,-18,no,yes,no,85000.0,56841.0,32681.0,-4.5,-6995.0,50580.0,William M. Brown,St. Paul,Minnesota,https://www.3m.com,Public
135,Visa,Business Services,Financial Data Services,yes,no,no,yes,2,yes,no,no,28800.0,551134.0,32653.0,11.4,17273.0,90499.0,Ryan McInerney,San Francisco,California,https://www.visa.com,Public
136,Apollo Global Management,Financials,Securities,yes,yes,no,yes,220,yes,no,no,6855.0,69703.0,32644.0,180.8,5047.0,313488.0,Marc Rowan,New York,New York,https://www.apollo.com,Public
137,HF Sinclair,Energy,Petroleum Refining,yes,no,no,no,-30,no,yes,no,5218.0,11988.0,31964.4,-16.3,1589.7,17716.3,Tim Go,Dallas,Texas,https://www.hfsinclair.com,Public
138,CBRE Group,Financials,Real estate,yes,no,no,yes,-3,no,yes,no,130000.0,29726.0,31949.0,3.6,986.0,22548.0,Robert E. Sulentic,Dallas,Texas,https://www.cbre.com,Public
139,PNC Financial Services Group,Financials,Commercial Banks,yes,no,no,no,29,yes,no,no,55612.0,64292.0,31882.0,35.4,5578.0,561580.0,William S. Demchak,Pittsburgh,Pennsylvania,https://www.pnc.com,Public
140,Lithia Motors,Retailing,"Automotive Retailing, Services",yes,no,no,yes,5,yes,no,no,25051.0,8283.0,31310.9,10.6,1000.8,19632.5,Bryan B. DeBoer,Medford,Oregon,https://investors.lithiadriveway.com,Public
141,CarMax,Retailing,"Automotive Retailing, Services",yes,no,no,no,-17,no,yes,no,30621.0,13757.0,31126.4,-6.2,484.8,26182.7,William D. Nash,Richmond,Virginia,https://www.carmax.com,Public
142,Paramount Global,Media,Entertainment,no,no,no,no,-8,no,yes,no,24150.0,8099.0,30610.0,-2.3,-608.0,53543.0,George Cheeks/Chris McCarthy/Brian Robbins,New York,New York,https://www.paramount.com,Public
143,Dollar Tree,Retailing,Specialty Retailers: Other,no,no,no,yes,1,yes,no,no,138860.0,29024.0,30603.8,8.0,-998.4,22023.5,Richard W. Dreiling,Chesapeake,Virginia,https://www.dollartree.com,Public
144,United Natural Foods,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,no,-5,no,yes,no,29455.0,683.0,30272.0,4.6,24.0,7394.0,Sandy Douglas,Providence,Rhode Island,https://www.unfi.com,Public
145,PayPal Holdings,Business Services,Financial Data Services,yes,no,no,no,3,yes,no,no,27200.0,71796.0,29771.0,8.2,4246.0,82166.0,Alex Chriss,San Jose,California,https://www.paypal.com,Public
146,Penske Automotive Group,Retailing,"Automotive Retailing, Services",yes,no,no,yes,1,yes,no,no,28000.0,10861.0,29527.4,6.2,1053.2,15671.5,Roger S. Penske,Bloomfield Hills,Michigan,https://www.penskeautomotive.com,Public
147,Hewlett Packard Enterprise,Technology,"Computers, Office Equipment",yes,no,no,yes,-4,no,yes,no,62000.0,23049.0,29135.0,2.2,2025.0,57153.0,Antonio F. Neri,Spring,Texas,https://www.hpe.com,Public
148,Duke Energy,Energy,Utilities: Gas and Electric,yes,no,yes,no,-7,no,yes,no,27037.0,74608.0,28932.0,0.5,2841.0,176893.0,Lynn J. Good,Charlotte,North Carolina,https://www.duke-energy.com,Public
149,Occidental Petroleum,Energy,"Mining, Crude-Oil Production",yes,no,yes,yes,-39,no,yes,no,12570.0,57611.0,28918.0,-22.0,4696.0,74008.0,Vicki A. Hollub,Houston,Texas,https://www.oxy.com,Public
150,NRG Energy,Energy,Energy,no,no,no,yes,-20,no,yes,no,18131.0,14535.0,28823.0,-8.6,-202.0,26038.0,Lawrence S. Coben,Houston,Texas,https://www.nrg.com,Public
151,Amgen,Health Care,Pharmaceuticals,yes,no,no,yes,3,yes,no,no,26700.0,152373.0,28190.0,7.1,6717.0,97154.0,Robert A. Bradway,Thousand Oaks,California,https://www.amgen.com,Public
152,NextEra Energy,Energy,Utilities: Gas and Electric,yes,no,no,yes,35,yes,no,no,16800.0,131171.0,28114.0,34.2,7310.0,177489.0,John W. Ketchum,Juno Beach,Florida,https://www.nexteraenergy.com,Public
153,Danaher,Health Care,Medical Products and Equipment,yes,no,no,no,-21,no,yes,no,62000.0,184929.0,27602.0,-12.3,4764.0,84488.0,Rainer M. Blair,Washington,District Of Columbia,https://www.danaher.com,Public
154,Gilead Sciences,Health Care,Pharmaceuticals,yes,no,no,yes,-4,no,yes,no,18000.0,91341.0,27116.0,-0.6,5665.0,62125.0,Daniel P. O'Day,Foster City,California,https://www.gilead.com,Public
155,AutoNation,Retailing,"Automotive Retailing, Services",yes,no,no,yes,-4,no,yes,no,25300.0,6902.0,26948.9,-0.1,1021.1,11980.0,Michael M. Manley,Fort Lauderdale,Florida,https://www.autonation.com,Public
156,Kraft Heinz,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,-3,no,yes,no,36000.0,44857.0,26640.0,0.6,2855.0,90339.0,Carlos Abrams-Rivera,Chicago,Illinois,https://www.kraftheinzcompany.com,Public
157,Avnet,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,yes,6,yes,no,no,15800.0,4480.0,26536.9,9.2,770.8,12477.2,Philip R. Gallagher,Phoenix,Arizona,https://www.avnet.com,Public
158,Applied Materials,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-3,no,yes,no,34000.0,171356.0,26517.0,2.8,6856.0,30729.0,Gary E. Dickerson,Santa Clara,California,https://www.appliedmaterials.com,Public
159,Southwest Airlines,Transportation,Airlines,yes,no,no,yes,6,yes,no,no,74806.0,17417.0,26091.0,9.6,465.0,36487.0,Robert E. Jordan,Dallas,Texas,https://www.southwest.com,Public
160,Charles Schwab,Financials,Securities,yes,no,no,no,15,yes,no,no,33000.0,131975.0,25521.0,14.4,5067.0,493178.0,Walter W. Bettinger II,Westlake,Texas,https://www.aboutschwab.com,Public
161,Baker Hughes,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,24,yes,no,no,58000.0,33530.0,25506.0,20.6,1943.0,36945.0,Lorenzo Simonelli,Houston,Texas,https://www.bakerhughes.com,Public
162,McDonald's,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,no,7,yes,no,no,150000.0,203582.0,25493.7,10.0,8468.8,56146.8,Christopher J. Kempczinski,Chicago,Illinois,https://www.investor.mcdonalds.com,Public
163,Southern Company,Energy,Utilities: Gas and Electric,yes,no,no,yes,-25,no,yes,no,27960.0,78269.0,25253.0,-13.8,3976.0,139331.0,Christopher C. Womack,Atlanta,Georgia,https://www.southerncompany.com,Public
164,Mastercard,Business Services,Financial Data Services,yes,no,no,yes,13,yes,no,no,33400.0,449253.0,25098.0,12.9,11195.0,42448.0,Michael Miebach,Purchase,New York,https://www.mastercard.com,Public
165,Constellation Energy,Energy,Energy,yes,no,no,yes,-3,no,yes,no,13842.0,58250.0,24918.0,2.0,1623.0,50758.0,Joseph Dominguez,Baltimore,Maryland,https://www.constellationenergy.com,Public
166,Hartford Financial Services Group,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,8,yes,no,no,18700.0,30637.0,24527.0,9.7,2504.0,76780.0,Christopher J. Swift,Hartford,Connecticut,https://www.thehartford.com,Public
167,PG&E,Energy,Utilities: Gas and Electric,yes,no,yes,yes,13,yes,no,no,28010.0,35760.0,24428.0,12.7,2242.0,125698.0,Patricia K. Poppe,Oakland,California,https://www.pgecorp.com,Public
168,Coupang,Retailing,Internet Services and Retailing,yes,yes,no,yes,27,yes,no,no,78000.0,31903.0,24383.0,18.5,1360.0,13346.0,Bom Kim,Seattle,Washington,https://www.aboutcoupang.com,Public
169,EOG Resources,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-13,no,yes,no,3050.0,73536.0,24186.0,-5.9,7594.0,43857.0,Ezra Y. Yacob,Houston,Texas,https://www.eogresources.com,Public
170,Union Pacific,Transportation,Railroads,yes,no,no,no,-11,no,yes,no,32973.0,150041.0,24119.0,-3.0,6379.0,67132.0,Jim Vena,Omaha,Nebraska,https://www.up.com,Public
171,Rite Aid,Food & Drug Stores,Food & Drug Stores,no,no,no,no,-10,no,yes,no,47000.0,9.0,24091.9,-1.9,-749.9,7527.4,Jeffrey S. Stein,Philadelphia,Pennsylvania,https://www.riteaid.com,Public
172,Macy's,Retailing,General Merchandisers,yes,no,no,no,-14,no,yes,no,85581.0,5483.0,23866.0,-5.7,105.0,16246.0,Tony Spring,New York,New York,https://www.macysinc.com,Public
173,Marriott International,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,19,yes,no,no,148000.0,72731.0,23713.0,14.2,3083.0,25674.0,Anthony G. Capuano,Bethesda,Maryland,https://www.marriott.com,Public
174,Lear,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,15,yes,no,no,186600.0,8263.0,23466.9,12.3,572.5,14695.5,Raymond E. Scott,Southfield,Michigan,https://www.lear.com,Public
175,Genuine Parts,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,4,yes,no,no,60000.0,21601.0,23090.6,4.5,1316.5,17968.5,William P. Stengel II,Atlanta,Georgia,https://www.genpt.com,Public
176,Sherwin-Williams,Chemicals,Chemicals,yes,no,yes,no,2,yes,no,no,64088.0,88255.0,23051.9,4.1,2388.8,22954.4,Heidi G. Petz,Cleveland,Ohio,https://www.sherwin.com,Public
177,Halliburton,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,20,yes,no,no,48000.0,35088.0,23018.0,13.4,2638.0,24683.0,Jeffrey A. Miller,Houston,Texas,https://www.halliburton.com,Public
178,Freeport-McMoRan,Energy,"Mining, Crude-Oil Production",yes,no,yes,yes,-7,no,yes,no,27200.0,67446.0,22855.0,0.3,1848.0,52506.0,Kathleen L. Quirk,Phoenix,Arizona,https://www.fcx.com,Public
179,Live Nation Entertainment,Media,Entertainment,yes,no,no,yes,69,yes,no,no,23200.0,24412.0,22749.1,36.4,563.3,19074.0,Michael Rapino,Beverly Hills,California,https://www.livenationentertainment.com,Public
180,Marsh & McLennan,Financials,Diversified Financials,yes,no,no,no,13,yes,no,no,85000.0,101658.0,22736.0,9.7,3756.0,48030.0,John Q. Doyle,New York,New York,https://www.marshmclennan.com,Public
181,Advanced Micro Devices,Technology,Semiconductors and Other Electronic Components,yes,no,yes,yes,-14,no,yes,no,26000.0,291697.0,22680.0,-3.9,854.0,67885.0,Lisa T. Su,Santa Clara,California,https://www.amd.com,Public
182,First Citizens BancShares,Financials,Commercial Banks,yes,no,no,yes,420,yes,no,yes,15868.0,23620.0,22466.0,304.9,11466.0,213758.0,Frank B. Holding Jr.,Raleigh,North Carolina,https://www.firstcitizens.com,Public
183,WESCO International,Wholesalers,Wholesalers: Diversified,yes,no,no,no,-2,no,yes,no,20000.0,8727.0,22385.2,4.5,765.5,15060.9,John J. Engel,Pittsburgh,Pennsylvania,https://www.wesco.com,Public
184,Carrier Global,Industrials,Industrial Machinery,yes,no,no,yes,12,yes,no,no,53000.0,52323.0,22098.0,8.2,1349.0,32822.0,David L. Gitlin,Palm Beach Gardens,Florida,https://www.corporate.carrier.com,Public
185,Cleveland-Cliffs,Materials,Metals,yes,no,no,yes,-15,no,yes,no,28000.0,11331.0,21996.0,-4.3,399.0,17537.0,Lourenco Goncalves,Cleveland,Ohio,https://www.clevelandcliffs.com,Public
186,Block,Business Services,Financial Data Services,yes,yes,no,yes,48,yes,no,no,12985.0,52075.0,21915.6,25.0,9.8,34069.9,Jack Dorsey,Oakland,California,https://www.block.xyz,Public
187,Exelon,Energy,Utilities: Gas and Electric,yes,no,no,yes,31,yes,no,no,19962.0,37560.0,21727.0,13.9,2328.0,101546.0,Calvin G. Butler Jr.,Chicago,Illinois,https://www.exeloncorp.com,Public
188,KKR,Financials,Securities,yes,no,no,yes,308,yes,no,no,4490.0,89014.0,21685.3,198.1,3732.3,317294.2,Joseph Y. Bae/Scott C. Nuttall,New York,New York,https://www.kkr.com,Public
189,CDW,Technology,Information Technology Services,yes,no,yes,no,-23,no,yes,no,15100.0,34330.0,21376.0,-10.0,1104.3,13284.6,Christine A. Leahy,Vernon Hills,Illinois,https://www.cdw.com,Public
190,Booking Holdings,Technology,Internet Services and Retailing,yes,no,no,yes,53,yes,no,no,23482.0,123968.0,21365.0,25.0,4289.0,24342.0,Glenn D. Fogel,Norwalk,Connecticut,https://www.bookingholdings.com,Public
191,Synchrony,Financials,Diversified Financials,yes,no,no,yes,44,yes,no,no,20000.0,17543.0,20999.0,19.8,2238.0,117479.0,Brian D. Doubles,Stamford,Connecticut,https://www.synchrony.com,Public
192,Quanta Services,Engineering & Construction,Engineering & Construction,yes,no,no,yes,52,yes,no,no,52500.0,37866.0,20882.2,22.3,744.7,16237.2,Earl C. Austin Jr.,Houston,Texas,https://www.quantaservices.com,Public
193,Jones Lang LaSalle,Financials,Real estate,yes,no,no,yes,-3,no,yes,no,106100.0,9256.0,20760.8,-0.5,225.4,16064.8,Christian Ulbrich,Chicago,Illinois,https://www.jll.com,Public
194,Discover Financial Services,Financials,Commercial Banks,yes,no,no,yes,79,yes,no,no,21100.0,32847.0,20606.0,35.5,2940.0,151522.0,J. Michael  Shepherd,Riverwoods,Illinois,https://www.discover.com,Public
195,Tenet Healthcare,Health Care,Health Care: Medical Facilities,yes,no,no,yes,20,yes,no,no,95905.0,10511.0,20548.0,7.2,611.0,28312.0,Saumya Sutaria,Dallas,Texas,https://www.tenethealth.com,Public
196,Altria Group,"Food, Beverages & Tobacco",Tobacco,yes,no,no,yes,-2,no,yes,no,6400.0,76922.0,20502.0,-0.9,8130.0,38570.0,William F. Gifford Jr.,Richmond,Virginia,https://www.altria.com,Public
197,Stryker,Health Care,Medical Products and Equipment,yes,no,no,yes,27,yes,no,no,52000.0,136159.0,20498.0,11.1,3165.0,39912.0,Kevin A. Lobo,Portage,Michigan,https://www.stryker.com,Public
198,Kimberly-Clark,Household Products,Household and Personal Products,yes,no,no,no,1,yes,no,no,41000.0,43580.0,20431.0,1.3,1764.0,17344.0,Michael D. Hsu,Irving,Texas,https://www.kimberly-clark.com,Public
199,Waste Management,Business Services,Waste Management,yes,no,no,no,5,yes,no,no,48000.0,85601.0,20426.0,3.7,2304.0,32823.0,James C. Fish Jr.,Houston,Texas,https://www.wm.com,Public
200,Cheniere Energy,Energy,Pipelines,yes,no,no,yes,-78,no,yes,no,1605.0,37851.0,20394.0,-39.0,9881.0,43076.0,Jack A. Fusco,Houston,Texas,https://www.cheniere.com,Public
201,Ross Stores,Retailing,Specialty Retailers: Apparel,yes,no,yes,yes,22,yes,no,no,108000.0,49409.0,20376.9,9.0,1874.5,14300.1,Barbara Rentler,Dublin,California,https://www.rossstores.com,Public
202,WestRock,Materials,"Packaging, Containers",no,no,no,yes,-19,no,yes,no,56100.0,12707.0,20310.0,-4.5,-1649.0,27443.7,David B. Sewell,Atlanta,Georgia,https://www.westrock.com,Private
203,General Mills,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,16,yes,no,no,34000.0,39502.0,20094.2,5.8,2593.9,31451.7,Jeffrey L. Harmening,Minneapolis,Minnesota,https://www.generalmills.com,Public
204,Goodyear Tire & Rubber,Motor Vehicles & Parts,Motor Vehicles & Parts,no,no,no,no,-13,no,yes,no,71000.0,3901.0,20066.0,-3.6,-689.0,21582.0,Mark W. Stewart,Akron,Ohio,https://www.goodyear.com,Public
205,BJ's Wholesale Club,Retailing,General Merchandisers,yes,no,no,no,5,yes,no,no,34000.0,10059.0,19968.7,3.4,523.7,6677.6,Robert W. Eddy,Marlborough,Massachusetts,https://www.bjs.com,Public
206,GE HealthCare Technologies,Health Care,Medical Products and Equipment,yes,no,no,no,0,no,no,yes,51000.0,41397.0,19552.0,,1568.0,32454.0,Peter J. Arduini,Chicago,Illinois,https://www.gehealthcare.com,Public
207,Colgate-Palmolive,Household Products,Household and Personal Products,yes,no,no,yes,21,yes,no,no,34000.0,74020.0,19457.0,8.3,2300.0,16393.0,Noel R. Wallace,New York,New York,https://www.colgatepalmolive.com,Public
208,Whirlpool,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-5,no,yes,no,59000.0,6515.0,19455.0,-1.4,481.0,17312.0,Marc R. Bitzer,Benton Harbor,Michigan,https://www.whirlpoolcorp.com,Public
209,L3Harris Technologies,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,37,yes,no,no,50000.0,40508.0,19419.0,13.8,1227.0,41687.0,Christopher E. Kubasik,Melbourne,Florida,https://www.l3harris.com,Public
210,Adobe,Technology,Computer Software,yes,no,no,yes,23,yes,no,no,29945.0,226061.0,19409.0,10.2,5428.0,29779.0,Shantanu Narayen,San Jose,California,https://www.adobe.com,Public
211,Becton Dickinson,Health Care,Medical Products and Equipment,yes,no,no,no,-2,no,yes,no,73000.0,71489.0,19372.0,-0.2,1484.0,52780.0,Thomas E. Polen,Franklin Lakes,New Jersey,https://www.bd.com,Public
212,Pioneer Natural Resources,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-48,no,yes,no,2213.0,61326.0,19362.0,-20.3,4894.0,36613.0,Richard P. Dealy,Irving,Texas,https://www.pxd.com,Private
213,Cognizant Technology Solutions,Technology,Information Technology Services,yes,no,no,no,-5,no,yes,no,347700.0,36487.0,19353.0,-0.4,2126.0,18483.0,Ravi Kumar S,Teaneck,New Jersey,https://www.cognizant.com,Public
214,Murphy USA,Retailing,Specialty Retailers: Other,yes,no,no,yes,-32,no,yes,no,10750.0,8727.0,19238.2,-9.5,556.8,4340.1,R. Andrew Clyde,El Dorado,Arkansas,https://www.murphyusa.com,Public
215,Fiserv,Business Services,Financial Data Services,yes,no,no,yes,15,yes,no,no,42000.0,94358.0,19093.0,7.6,3068.0,90890.0,Frank J. Bisignano,Milwaukee,Wisconsin,https://www.fiserv.com,Public
216,Parker-Hannifin,Industrials,Industrial Machinery,yes,no,yes,yes,45,yes,no,no,62730.0,71370.0,19065.2,20.2,2082.9,29964.5,Jennifer A. Parmentier,Cleveland,Ohio,https://www.phstock.com,Public
217,American Electric Power,Energy,Utilities: Gas and Electric,yes,no,no,yes,-12,no,yes,no,17250.0,45339.0,18982.3,-3.3,2208.1,96684.0,William J. Fehrman,Columbus,Ohio,https://www.aep.com,Public
218,International Paper,Materials,"Packaging, Containers",yes,no,no,no,-34,no,yes,no,39000.0,13515.0,18916.0,-10.6,288.0,23261.0,Andrew K. Silvernail,Memphis,Tennessee,https://www.internationalpaper.com,Public
219,ManpowerGroup,Business Services,Temporary Help,yes,no,no,no,-17,no,yes,no,27900.0,3756.0,18914.5,-4.6,88.8,8830.2,Jonas Prising,Milwaukee,Wisconsin,https://www.manpowergroup.com,Public
220,Aramark,Business Services,Diversified Outsourcing Services,yes,no,no,no,33,yes,no,no,262550.0,8535.0,18853.9,15.5,674.1,16871.2,John J. Zillmer,Philadelphia,Pennsylvania,https://www.aramark.com,Public
221,Steel Dynamics,Materials,Metals,yes,yes,no,yes,-45,no,yes,no,12600.0,23413.0,18795.3,-15.6,2450.9,14908.4,Mark D. Millett,Fort Wayne,Indiana,https://www.steeldynamics.com,Public
222,Aflac,Financials,"Insurance: Life, Health (stock)",yes,no,no,no,-15,no,yes,no,12785.0,49405.0,18701.0,-4.1,4659.0,126724.0,Daniel P. Amos,Columbus,Georgia,https://www.aflac.com,Public
223,Reinsurance Group of America,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,34,yes,no,no,3900.0,12683.0,18567.0,14.2,902.0,97623.0,Tony Cheng,Chesterfield,Missouri,https://www.rgare.com,Public
224,Emerson Electric,Industrials,Industrial Machinery,yes,no,no,no,-18,no,yes,no,67000.0,64842.0,18370.0,-6.4,13219.0,42746.0,S.L. Karsanbhai,St. Louis,Missouri,https://www.emerson.com,Public
225,State Street,Financials,Commercial Banks,yes,no,no,yes,80,yes,no,no,46451.0,23346.0,18366.0,34.1,1944.0,297258.0,Ronald P. O'Hanley,Boston,Massachusetts,https://www.statestreet.com,Public
226,PPG Industries,Chemicals,Chemicals,yes,no,no,yes,6,yes,no,no,53000.0,34104.0,18246.0,3.4,1270.0,21647.0,Timothy M. Knavish,Pittsburgh,Pennsylvania,https://www.ppg.com,Public
227,United States Steel,Materials,Metals,yes,no,no,no,-41,no,yes,no,21803.0,9168.0,18053.0,-14.3,895.0,20451.0,David B. Burritt,Pittsburgh,Pennsylvania,https://www.ussteel.com,Public
228,Automatic Data Processing,Business Services,Diversified Outsourcing Services,yes,no,yes,yes,23,yes,no,no,63000.0,102591.0,18012.2,9.2,3412.0,50971.0,Maria Black,Roseland,New Jersey,https://www.adp.com,Public
